aspect,description,total,value,class,sd,mean
socioprofessional groups,executives and professionals,4,0.0012586532410320957,classe.3,881.8434695352145,675.7142857142857
socioprofessional groups,no professional activity,3129,0.9845814977973568,classe.3,1743.9194225596984,1212.5714285714287
socioprofessional groups,technicians and associate professionals,5,0.0015733165512901196,classe.3,896.3384246078996,713.7142857142857
work hours,compulsory,3,9.439899307740718e-4,classe.3,1525.4792533433392,1177.4285714285713
work hours,P9d000,3173,0.9984266834487099,classe.3,3049.5820166361286,2323.1428571428573
work hours,partially chosen,2,6.293266205160479e-4,classe.3,725.8110078027331,525.4285714285714
work shift,3x8,1,3.1466331025802394e-4,classe.3,47.11232777704184,39.714285714285715
work shift,day,4,0.0012586532410320957,classe.3,2372.5236011671705,1774.2857142857142
work shift,P9c000,3173,0.9984266834487099,classe.3,3049.5820166361286,2323.1428571428573
work status,full-time employment,2,6.293266205160479e-4,classe.3,2074.238150445099,1550.2857142857142
work status,internship,38,0.01195720578980491,classe.3,40.42040974321666,33.142857142857146
work status,part-time employment,3,9.439899307740718e-4,classe.3,449.2806949526575,361.14285714285717
work status,retired,4,0.0012586532410320957,classe.3,1302.893026343774,834.2857142857143
work status,school student,2613,0.8222152297042165,classe.3,1409.2738082667495,1003.6666666666666
work status,stay at home,1,3.1466331025802394e-4,classe.3,277.84941965028463,219.6
work status,unemployed,2,6.293266205160479e-4,classe.3,223.8882586938234,148.57142857142858
work status,university student,515,0.1620516047828823,classe.3,302.7769884946754,220.28571428571428
age,05-17,15,0.0036328408815693874,classe.4,1288.884382860213,829.4285714285714
age,18-24,237,0.05739888592879632,classe.4,457.95991714809026,375.42857142857144
age,25-34,851,0.20610317268103656,classe.4,620.5164131976036,492.57142857142856
age,35-49,1909,0.4623395495277307,classe.4,1290.16309415663,1004.8571428571429
age,50-64,1096,0.2654395737466699,classe.4,1156.4956302801766,921.1428571428571
age,65+,21,0.005085977234197142,classe.4,953.8321705225766,611.1428571428571
freq car as driver,everyday,3159,0.7650762896585129,classe.4,2517.091225620406,2023.7142857142858
freq car as driver,never,274,0.06635989343666747,classe.4,1794.1750060629404,1359.4285714285713
freq car as driver,P21000,1,2.421893921046258e-4,classe.4,20.119878821939356,15.142857142857142
freq car as driver,rarely,114,0.02760959069992734,classe.4,143.7113509120013,117.42857142857143
freq car as driver,twice-month,122,0.02954710583676435,classe.4,143.75773271127267,117.42857142857143
freq car as driver,twice-week,459,0.11116493097602324,classe.4,779.8334987125686,601.4285714285714
freq car as passenger,everyday,210,0.05085977234197142,classe.4,809.6274275421821,627.7142857142857
freq car as passenger,never,1375,0.3330104141438605,classe.4,1151.7420759544254,938.8571428571429
freq car as passenger,P22000,1,2.421893921046258e-4,classe.4,20.119878821939356,15.142857142857142
freq car as passenger,rarely,1472,0.3565027851780092,classe.4,1427.224896350223,1179.7142857142858
freq car as passenger,twice-month,431,0.10438362799709373,classe.4,572.2932980977665,477.42857142857144
freq car as passenger,twice-week,640,0.1550012109469605,classe.4,1201.8682282576729,995.7142857142857
freq cycling,everyday,281,0.06805521918139985,classe.4,278.38103383671813,234
freq cycling,never,2295,0.5558246548801162,classe.4,2861.8824058234654,2386.285714285714
freq cycling,P19000,1,2.421893921046258e-4,classe.4,20.119878821939356,15.142857142857142
freq cycling,rarely,975,0.23613465730201016,classe.4,1142.647323001242,967.7142857142857
freq cycling,twice-month,280,0.06781302978929522,classe.4,339.73217742944564,287.42857142857144
freq cycling,twice-week,297,0.07193024945507387,classe.4,407.78916120956427,344
freq other public transports,everyday,34,0.008234439331557278,classe.4,106.3171356524118,80
freq other public transports,never,3806,0.9217728263502059,classe.4,4495.838477864571,3788.5714285714284
freq other public transports,P23c000,1,2.421893921046258e-4,classe.4,20.119878821939356,15.142857142857142
freq other public transports,rarely,223,0.05400823443933156,classe.4,293.26592840271223,245.71428571428572
freq other public transports,twice-month,33,0.007992249939452653,classe.4,63.15966162942022,52.857142857142854
freq other public transports,twice-week,32,0.007750060547348026,classe.4,64.23320606901669,52.285714285714285
freq TAG,everyday,385,0.09324291596028093,classe.4,639.8967922734921,529.7142857142857
freq TAG,never,2220,0.5376604504722693,classe.4,2524.8142505934966,2126
freq TAG,P23b000,1,2.421893921046258e-4,classe.4,20.119878821939356,15.142857142857142
freq TAG,rarely,901,0.21821264228626785,classe.4,967.4235050355342,813.7142857142857
freq TAG,twice-month,385,0.09324291596028093,classe.4,472.36794576947767,392.85714285714283
freq TAG,twice-week,237,0.05739888592879632,classe.4,442.7310803679922,357.14285714285717
freq TER,everyday,142,0.034390893678856865,classe.4,95.5208777976736,75.71428571428571
freq TER,never,3083,0.7466698958585614,classe.4,3793.3537429361395,3194.5714285714284
freq TER,P24c000,1,2.421893921046258e-4,classe.4,20.119878821939356,15.142857142857142
freq TER,rarely,733,0.1775248244126907,classe.4,896.4169151205737,754.5714285714286
freq TER,twice-month,135,0.03269556793412449,classe.4,164.4616035663615,139.42857142857142
freq TER,twice-week,35,0.008476628723661903,classe.4,64.97545324050864,55.142857142857146
freq tramway only,everyday,289,0.06999273431823685,classe.4,462.71332274705367,384.57142857142856
freq tramway only,never,2245,0.5437151852748849,classe.4,2634.6375371919667,2217.4285714285716
freq tramway only,P24000,1,2.421893921046258e-4,classe.4,20.119878821939356,15.142857142857142
freq tramway only,rarely,974,0.23589246790990553,classe.4,1073.9258864203848,906.8571428571429
freq tramway only,twice-month,365,0.08839912811818842,classe.4,445.5640085490363,372.57142857142856
freq tramway only,twice-week,255,0.061758294986679584,classe.4,411.19297983631316,338
freq TRANSISERE,everyday,103,0.02494550738677646,classe.4,315.4170330877912,221.71428571428572
freq TRANSISERE,never,3545,0.8585613950108986,classe.4,4056.5663582699617,3405.4285714285716
freq TRANSISERE,P24b000,1,2.421893921046258e-4,classe.4,20.119878821939356,15.142857142857142
freq TRANSISERE,rarely,370,0.08961007507871155,classe.4,505.8156543549005,425.14285714285717
freq TRANSISERE,twice-month,81,0.01961734076047469,classe.4,133.25003350307807,110.28571428571429
freq TRANSISERE,twice-week,29,0.007023492371034149,classe.4,69.45365018348225,56.857142857142854
freq two-wheeled motorcycle,everyday,46,0.011140712036812788,classe.4,37.42484532525215,31.428571428571427
freq two-wheeled motorcycle,never,3723,0.9016711068055219,classe.4,4689.31152932364,3945.4285714285716
freq two-wheeled motorcycle,P20000,1,2.421893921046258e-4,classe.4,20.119878821939356,15.142857142857142
freq two-wheeled motorcycle,rarely,173,0.041898764834100266,classe.4,144.0409994543551,121.14285714285714
freq two-wheeled motorcycle,twice-month,86,0.02082828772099782,classe.4,69.59098190070867,58.285714285714285
freq two-wheeled motorcycle,twice-week,100,0.024218939210462583,classe.4,76.30733597636288,63.142857142857146
gender,female,1902,0.4606442237829983,classe.4,2557.3881114099504,2132.5714285714284
gender,male,2227,0.5393557762170017,classe.4,2472.999528238262,2102
socioprofessional groups,apprentices,47,0.011382901428917413,classe.4,40.42040974321666,33.142857142857146
socioprofessional groups,blue collar workers,481,0.11649309760232501,classe.4,710.1995963577187,639.3333333333334
socioprofessional groups,business owners and shop keepers,213,0.0515863405182853,classe.4,237.10335299189677,214
socioprofessional groups,employees,938,0.227173649794139,classe.4,1025.3689928160356,811.7142857142857
socioprofessional groups,executives and professionals,1315,0.31847905061758297,classe.4,881.8434695352145,675.7142857142857
socioprofessional groups,farmers,27,0.006539113586824897,classe.4,79.04850831398824,63.666666666666664
socioprofessional groups,no professional activity,40,0.009687575684185032,classe.4,1743.9194225596984,1212.5714285714287
socioprofessional groups,none,1,2.421893921046258e-4,classe.4,2.160246899469287,3
socioprofessional groups,technicians and associate professionals,1067,0.25841608137563576,classe.4,896.3384246078996,713.7142857142857
work hours,compulsory,2348,0.5686606926616614,classe.4,1525.4792533433392,1177.4285714285713
work hours,P9d000,111,0.026883022523613465,classe.4,3049.5820166361286,2323.1428571428573
work hours,partially chosen,1260,0.3051586340518285,classe.4,725.8110078027331,525.4285714285714
work hours,totally free,410,0.09929765076289658,classe.4,275.72425839353826,243.33333333333334
work shift,2x8,65,0.01574231048680068,classe.4,66.44596802415228,61.333333333333336
work shift,3x8,26,0.006296924194720271,classe.4,47.11232777704184,39.714285714285715
work shift,day,3906,0.9459917655606684,classe.4,2372.5236011671705,1774.2857142857142
work shift,night,21,0.005085977234197142,classe.4,54.73816462639816,52.333333333333336
work shift,P9c000,111,0.026883022523613465,classe.4,3049.5820166361286,2323.1428571428573
work status,full-time employment,3433,0.8314361830951804,classe.4,2074.238150445099,1550.2857142857142
work status,internship,47,0.011382901428917413,classe.4,40.42040974321666,33.142857142857146
work status,part-time employment,585,0.1416807943812061,classe.4,449.2806949526575,361.14285714285717
work status,retired,18,0.004359409057883265,classe.4,1302.893026343774,834.2857142857143
work status,school student,2,4.843787842092516e-4,classe.4,1409.2738082667495,1003.6666666666666
work status,unemployed,6,0.001453136352627755,classe.4,223.8882586938234,148.57142857142858
work status,university student,38,0.009203196899975782,classe.4,302.7769884946754,220.28571428571428
age,05-17,37,0.13405797101449277,classe.5,1288.884382860213,829.4285714285714
age,18-24,66,0.2391304347826087,classe.5,457.95991714809026,375.42857142857144
age,25-34,55,0.19927536231884058,classe.5,620.5164131976036,492.57142857142856
age,35-49,63,0.22826086956521738,classe.5,1290.16309415663,1004.8571428571429
age,50-64,50,0.18115942028985507,classe.5,1156.4956302801766,921.1428571428571
age,65+,5,0.018115942028985508,classe.5,953.8321705225766,611.1428571428571
freq car as driver,everyday,146,0.5289855072463768,classe.5,2517.091225620406,2023.7142857142858
freq car as driver,never,77,0.27898550724637683,classe.5,1794.1750060629404,1359.4285714285713
freq car as driver,P21000,7,0.025362318840579712,classe.5,20.119878821939356,15.142857142857142
freq car as driver,rarely,10,0.036231884057971016,classe.5,143.7113509120013,117.42857142857143
freq car as driver,twice-month,7,0.025362318840579712,classe.5,143.75773271127267,117.42857142857143
freq car as driver,twice-week,29,0.10507246376811594,classe.5,779.8334987125686,601.4285714285714
freq car as passenger,everyday,40,0.14492753623188406,classe.5,809.6274275421821,627.7142857142857
freq car as passenger,never,57,0.20652173913043478,classe.5,1151.7420759544254,938.8571428571429
freq car as passenger,P22000,7,0.025362318840579712,classe.5,20.119878821939356,15.142857142857142
freq car as passenger,rarely,85,0.3079710144927536,classe.5,1427.224896350223,1179.7142857142858
freq car as passenger,twice-month,35,0.12681159420289856,classe.5,572.2932980977665,477.42857142857144
freq car as passenger,twice-week,52,0.18840579710144928,classe.5,1201.8682282576729,995.7142857142857
freq cycling,everyday,15,0.05434782608695652,classe.5,278.38103383671813,234
freq cycling,never,160,0.5797101449275363,classe.5,2861.8824058234654,2386.285714285714
freq cycling,P19000,7,0.025362318840579712,classe.5,20.119878821939356,15.142857142857142
freq cycling,rarely,55,0.19927536231884058,classe.5,1142.647323001242,967.7142857142857
freq cycling,twice-month,15,0.05434782608695652,classe.5,339.73217742944564,287.42857142857144
freq cycling,twice-week,24,0.08695652173913043,classe.5,407.78916120956427,344
freq other public transports,everyday,5,0.018115942028985508,classe.5,106.3171356524118,80
freq other public transports,never,235,0.8514492753623188,classe.5,4495.838477864571,3788.5714285714284
freq other public transports,P23c000,7,0.025362318840579712,classe.5,20.119878821939356,15.142857142857142
freq other public transports,rarely,18,0.06521739130434782,classe.5,293.26592840271223,245.71428571428572
freq other public transports,twice-month,6,0.021739130434782608,classe.5,63.15966162942022,52.857142857142854
freq other public transports,twice-week,5,0.018115942028985508,classe.5,64.23320606901669,52.285714285714285
freq TAG,everyday,46,0.16666666666666666,classe.5,639.8967922734921,529.7142857142857
freq TAG,never,127,0.4601449275362319,classe.5,2524.8142505934966,2126
freq TAG,P23b000,7,0.025362318840579712,classe.5,20.119878821939356,15.142857142857142
freq TAG,rarely,50,0.18115942028985507,classe.5,967.4235050355342,813.7142857142857
freq TAG,twice-month,22,0.07971014492753623,classe.5,472.36794576947767,392.85714285714283
freq TAG,twice-week,24,0.08695652173913043,classe.5,442.7310803679922,357.14285714285717
freq TER,everyday,1,0.0036231884057971015,classe.5,95.5208777976736,75.71428571428571
freq TER,never,174,0.6304347826086957,classe.5,3793.3537429361395,3194.5714285714284
freq TER,P24c000,7,0.025362318840579712,classe.5,20.119878821939356,15.142857142857142
freq TER,rarely,65,0.23550724637681159,classe.5,896.4169151205737,754.5714285714286
freq TER,twice-month,21,0.07608695652173914,classe.5,164.4616035663615,139.42857142857142
freq TER,twice-week,8,0.028985507246376812,classe.5,64.97545324050864,55.142857142857146
freq tramway only,everyday,30,0.10869565217391304,classe.5,462.71332274705367,384.57142857142856
freq tramway only,never,128,0.463768115942029,classe.5,2634.6375371919667,2217.4285714285716
freq tramway only,P24000,7,0.025362318840579712,classe.5,20.119878821939356,15.142857142857142
freq tramway only,rarely,66,0.2391304347826087,classe.5,1073.9258864203848,906.8571428571429
freq tramway only,twice-month,22,0.07971014492753623,classe.5,445.5640085490363,372.57142857142856
freq tramway only,twice-week,23,0.08333333333333333,classe.5,411.19297983631316,338
freq TRANSISERE,everyday,9,0.03260869565217391,classe.5,315.4170330877912,221.71428571428572
freq TRANSISERE,never,214,0.7753623188405797,classe.5,4056.5663582699617,3405.4285714285716
freq TRANSISERE,P24b000,7,0.025362318840579712,classe.5,20.119878821939356,15.142857142857142
freq TRANSISERE,rarely,32,0.11594202898550725,classe.5,505.8156543549005,425.14285714285717
freq TRANSISERE,twice-month,8,0.028985507246376812,classe.5,133.25003350307807,110.28571428571429
freq TRANSISERE,twice-week,6,0.021739130434782608,classe.5,69.45365018348225,56.857142857142854
freq two-wheeled motorcycle,everyday,5,0.018115942028985508,classe.5,37.42484532525215,31.428571428571427
freq two-wheeled motorcycle,never,241,0.8731884057971014,classe.5,4689.31152932364,3945.4285714285716
freq two-wheeled motorcycle,P20000,7,0.025362318840579712,classe.5,20.119878821939356,15.142857142857142
freq two-wheeled motorcycle,rarely,14,0.050724637681159424,classe.5,144.0409994543551,121.14285714285714
freq two-wheeled motorcycle,twice-month,5,0.018115942028985508,classe.5,69.59098190070867,58.285714285714285
freq two-wheeled motorcycle,twice-week,4,0.014492753623188406,classe.5,76.30733597636288,63.142857142857146
gender,female,104,0.37681159420289856,classe.5,2557.3881114099504,2132.5714285714284
gender,male,172,0.6231884057971014,classe.5,2472.999528238262,2102
socioprofessional groups,apprentices,3,0.010869565217391304,classe.5,40.42040974321666,33.142857142857146
socioprofessional groups,blue collar workers,33,0.11956521739130435,classe.5,710.1995963577187,639.3333333333334
socioprofessional groups,business owners and shop keepers,20,0.07246376811594203,classe.5,237.10335299189677,214
socioprofessional groups,employees,54,0.1956521739130435,classe.5,1025.3689928160356,811.7142857142857
socioprofessional groups,executives and professionals,32,0.11594202898550725,classe.5,881.8434695352145,675.7142857142857
socioprofessional groups,farmers,2,0.007246376811594203,classe.5,79.04850831398824,63.666666666666664
socioprofessional groups,no professional activity,81,0.29347826086956524,classe.5,1743.9194225596984,1212.5714285714287
socioprofessional groups,technicians and associate professionals,51,0.18478260869565216,classe.5,896.3384246078996,713.7142857142857
work hours,compulsory,116,0.42028985507246375,classe.5,1525.4792533433392,1177.4285714285713
work hours,P9d000,102,0.3695652173913043,classe.5,3049.5820166361286,2323.1428571428573
work hours,partially chosen,31,0.11231884057971014,classe.5,725.8110078027331,525.4285714285714
work hours,totally free,27,0.09782608695652174,classe.5,275.72425839353826,243.33333333333334
work shift,2x8,2,0.007246376811594203,classe.5,66.44596802415228,61.333333333333336
work shift,3x8,26,0.09420289855072464,classe.5,47.11232777704184,39.714285714285715
work shift,day,101,0.36594202898550726,classe.5,2372.5236011671705,1774.2857142857142
work shift,night,45,0.16304347826086957,classe.5,54.73816462639816,52.333333333333336
work shift,P9c000,102,0.3695652173913043,classe.5,3049.5820166361286,2323.1428571428573
work status,full-time employment,151,0.5471014492753623,classe.5,2074.238150445099,1550.2857142857142
work status,internship,3,0.010869565217391304,classe.5,40.42040974321666,33.142857142857146
work status,other,2,0.007246376811594203,classe.5,129.74847462173366,122
work status,part-time employment,23,0.08333333333333333,classe.5,449.2806949526575,361.14285714285717
work status,retired,8,0.028985507246376812,classe.5,1302.893026343774,834.2857142857143
work status,school student,44,0.15942028985507245,classe.5,1409.2738082667495,1003.6666666666666
work status,stay at home,2,0.007246376811594203,classe.5,277.84941965028463,219.6
work status,unemployed,11,0.03985507246376811,classe.5,223.8882586938234,148.57142857142858
work status,university student,32,0.11594202898550725,classe.5,302.7769884946754,220.28571428571428
age,05-17,1,9.276437847866419e-4,classe.6,1288.884382860213,829.4285714285714
age,18-24,50,0.04638218923933209,classe.6,457.95991714809026,375.42857142857144
age,25-34,146,0.13543599257884972,classe.6,620.5164131976036,492.57142857142856
age,35-49,521,0.48330241187384043,classe.6,1290.16309415663,1004.8571428571429
age,50-64,350,0.3246753246753247,classe.6,1156.4956302801766,921.1428571428571
age,65+,10,0.00927643784786642,classe.6,953.8321705225766,611.1428571428571
freq car as driver,everyday,815,0.7560296846011132,classe.6,2517.091225620406,2023.7142857142858
freq car as driver,never,104,0.09647495361781076,classe.6,1794.1750060629404,1359.4285714285713
freq car as driver,P21000,1,9.276437847866419e-4,classe.6,20.119878821939356,15.142857142857142
freq car as driver,rarely,25,0.023191094619666047,classe.6,143.7113509120013,117.42857142857143
freq car as driver,twice-month,23,0.021335807050092765,classe.6,143.75773271127267,117.42857142857143
freq car as driver,twice-week,110,0.10204081632653061,classe.6,779.8334987125686,601.4285714285714
freq car as passenger,everyday,63,0.05844155844155844,classe.6,809.6274275421821,627.7142857142857
freq car as passenger,never,342,0.3172541743970315,classe.6,1151.7420759544254,938.8571428571429
freq car as passenger,P22000,1,9.276437847866419e-4,classe.6,20.119878821939356,15.142857142857142
freq car as passenger,rarely,360,0.3339517625231911,classe.6,1427.224896350223,1179.7142857142858
freq car as passenger,twice-month,129,0.11966604823747681,classe.6,572.2932980977665,477.42857142857144
freq car as passenger,twice-week,183,0.16975881261595546,classe.6,1201.8682282576729,995.7142857142857
freq cycling,everyday,54,0.05009276437847866,classe.6,278.38103383671813,234
freq cycling,never,638,0.5918367346938775,classe.6,2861.8824058234654,2386.285714285714
freq cycling,P19000,1,9.276437847866419e-4,classe.6,20.119878821939356,15.142857142857142
freq cycling,rarely,243,0.22541743970315398,classe.6,1142.647323001242,967.7142857142857
freq cycling,twice-month,68,0.06307977736549165,classe.6,339.73217742944564,287.42857142857144
freq cycling,twice-week,74,0.0686456400742115,classe.6,407.78916120956427,344
freq other public transports,everyday,17,0.015769944341372914,classe.6,106.3171356524118,80
freq other public transports,never,996,0.9239332096474954,classe.6,4495.838477864571,3788.5714285714284
freq other public transports,P23c000,1,9.276437847866419e-4,classe.6,20.119878821939356,15.142857142857142
freq other public transports,rarely,49,0.045454545454545456,classe.6,293.26592840271223,245.71428571428572
freq other public transports,twice-month,12,0.011131725417439703,classe.6,63.15966162942022,52.857142857142854
freq other public transports,twice-week,3,0.0027829313543599257,classe.6,64.23320606901669,52.285714285714285
freq TAG,everyday,115,0.10667903525046382,classe.6,639.8967922734921,529.7142857142857
freq TAG,never,640,0.5936920222634509,classe.6,2524.8142505934966,2126
freq TAG,P23b000,1,9.276437847866419e-4,classe.6,20.119878821939356,15.142857142857142
freq TAG,rarely,189,0.17532467532467533,classe.6,967.4235050355342,813.7142857142857
freq TAG,twice-month,89,0.08256029684601113,classe.6,472.36794576947767,392.85714285714283
freq TAG,twice-week,44,0.04081632653061224,classe.6,442.7310803679922,357.14285714285717
freq TER,everyday,28,0.025974025974025976,classe.6,95.5208777976736,75.71428571428571
freq TER,never,855,0.7931354359925789,classe.6,3793.3537429361395,3194.5714285714284
freq TER,P24c000,1,9.276437847866419e-4,classe.6,20.119878821939356,15.142857142857142
freq TER,rarely,161,0.14935064935064934,classe.6,896.4169151205737,754.5714285714286
freq TER,twice-month,25,0.023191094619666047,classe.6,164.4616035663615,139.42857142857142
freq TER,twice-week,8,0.0074211502782931356,classe.6,64.97545324050864,55.142857142857146
freq tramway only,everyday,83,0.07699443413729128,classe.6,462.71332274705367,384.57142857142856
freq tramway only,never,643,0.5964749536178108,classe.6,2634.6375371919667,2217.4285714285716
freq tramway only,P24000,1,9.276437847866419e-4,classe.6,20.119878821939356,15.142857142857142
freq tramway only,rarely,216,0.20037105751391465,classe.6,1073.9258864203848,906.8571428571429
freq tramway only,twice-month,89,0.08256029684601113,classe.6,445.5640085490363,372.57142857142856
freq tramway only,twice-week,46,0.04267161410018553,classe.6,411.19297983631316,338
freq TRANSISERE,everyday,19,0.017625231910946195,classe.6,315.4170330877912,221.71428571428572
freq TRANSISERE,never,960,0.8905380333951762,classe.6,4056.5663582699617,3405.4285714285716
freq TRANSISERE,P24b000,1,9.276437847866419e-4,classe.6,20.119878821939356,15.142857142857142
freq TRANSISERE,rarely,72,0.06679035250463822,classe.6,505.8156543549005,425.14285714285717
freq TRANSISERE,twice-month,23,0.021335807050092765,classe.6,133.25003350307807,110.28571428571429
freq TRANSISERE,twice-week,3,0.0027829313543599257,classe.6,69.45365018348225,56.857142857142854
freq two-wheeled motorcycle,everyday,14,0.012987012987012988,classe.6,37.42484532525215,31.428571428571427
freq two-wheeled motorcycle,never,951,0.8821892393320965,classe.6,4689.31152932364,3945.4285714285716
freq two-wheeled motorcycle,P20000,1,9.276437847866419e-4,classe.6,20.119878821939356,15.142857142857142
freq two-wheeled motorcycle,rarely,63,0.05844155844155844,classe.6,144.0409994543551,121.14285714285714
freq two-wheeled motorcycle,twice-month,26,0.02411873840445269,classe.6,69.59098190070867,58.285714285714285
freq two-wheeled motorcycle,twice-week,23,0.021335807050092765,classe.6,76.30733597636288,63.142857142857146
gender,female,472,0.437847866419295,classe.6,2557.3881114099504,2132.5714285714284
gender,male,606,0.562152133580705,classe.6,2472.999528238262,2102
socioprofessional groups,apprentices,5,0.00463821892393321,classe.6,40.42040974321666,33.142857142857146
socioprofessional groups,blue collar workers,287,0.2662337662337662,classe.6,710.1995963577187,639.3333333333334
socioprofessional groups,business owners and shop keepers,54,0.05009276437847866,classe.6,237.10335299189677,214
socioprofessional groups,employees,330,0.30612244897959184,classe.6,1025.3689928160356,811.7142857142857
socioprofessional groups,executives and professionals,145,0.1345083487940631,classe.6,881.8434695352145,675.7142857142857
socioprofessional groups,farmers,13,0.012059369202226345,classe.6,79.04850831398824,63.666666666666664
socioprofessional groups,no professional activity,4,0.0037105751391465678,classe.6,1743.9194225596984,1212.5714285714287
socioprofessional groups,technicians and associate professionals,240,0.22263450834879406,classe.6,896.3384246078996,713.7142857142857
work hours,compulsory,770,0.7142857142857143,classe.6,1525.4792533433392,1177.4285714285713
work hours,P9d000,15,0.013914656771799629,classe.6,3049.5820166361286,2323.1428571428573
work hours,partially chosen,205,0.1901669758812616,classe.6,725.8110078027331,525.4285714285714
work hours,totally free,88,0.08163265306122448,classe.6,275.72425839353826,243.33333333333334
work shift,2x8,72,0.06679035250463822,classe.6,66.44596802415228,61.333333333333336
work shift,3x8,22,0.02040816326530612,classe.6,47.11232777704184,39.714285714285715
work shift,day,946,0.8775510204081632,classe.6,2372.5236011671705,1774.2857142857142
work shift,night,23,0.021335807050092765,classe.6,54.73816462639816,52.333333333333336
work shift,P9c000,15,0.013914656771799629,classe.6,3049.5820166361286,2323.1428571428573
work status,full-time employment,831,0.7708719851576994,classe.6,2074.238150445099,1550.2857142857142
work status,internship,5,0.00463821892393321,classe.6,40.42040974321666,33.142857142857146
work status,part-time employment,232,0.21521335807050093,classe.6,449.2806949526575,361.14285714285717
work status,retired,6,0.0055658627087198514,classe.6,1302.893026343774,834.2857142857143
work status,unemployed,2,0.0018552875695732839,classe.6,223.8882586938234,148.57142857142858
work status,university student,2,0.0018552875695732839,classe.6,302.7769884946754,220.28571428571428
